"","Activity.Date","Subject.Taxonomic.Name","Sample.Tissue.Anatomy.Name","Group.Summary.Count","Group.Summary.Unit","Trophic.Level.Name","Functional.Feeding.Group","Monitoring.Location.Identifier"
"225041",2000-03-16,"Pteronarcella badia","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"225042",2000-03-16,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"225043",2000-03-16,"Tipula","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"225044",2000-03-16,"Tipulidae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"225045",2000-03-16,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"225046",2000-03-16,"Elmidae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"225047",2000-03-16,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"225077",2000-03-16,"Antocha","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225078",2000-03-16,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225079",2000-03-16,"Brachycentrus","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225080",2000-03-16,"Caecidotea","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225081",2000-03-16,"Chelifera","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225082",2000-03-16,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225083",2000-03-16,"Clitellata","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225084",2000-03-16,"Diptera","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225085",2000-03-16,"Elmidae","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225086",2000-03-16,"Ephemerellidae","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225087",2000-03-16,"Hemerodromia","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225088",2000-03-16,"Hydrobiidae","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225089",2000-03-16,"Hydropsyche","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225090",2000-03-16,"Oligochaeta***retired***use Oligochaeta (Clitellata), Oligochaeta (Oligochaeta)","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225091",2000-03-16,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225092",2000-03-16,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225093",2000-03-16,"Simuliidae","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225094",2000-03-16,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225095",2000-03-16,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"225096",2000-03-16,"Antocha","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225097",2000-03-16,"Arctopsyche","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225098",2000-03-16,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225099",2000-03-16,"Brachycentrus","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225100",2000-03-16,"Caecidotea","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225101",2000-03-16,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225102",2000-03-16,"Clitellata","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225103",2000-03-16,"Diptera","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225104",2000-03-16,"Elmidae","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225105",2000-03-16,"Epeorus","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225106",2000-03-16,"Ephemerellidae","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225107",2000-03-16,"Heptageniidae","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225108",2000-03-16,"Hydrobiidae","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225109",2000-03-16,"Hydropsyche","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225110",2000-03-16,"Hydropsychidae","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225111",2000-03-16,"Leptophlebiidae","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225112",2000-03-16,"Lymnaeidae","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225113",2000-03-16,"Micrasema","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225114",2000-03-16,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225115",2000-03-16,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225116",2000-03-16,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225117",2000-03-16,"Perlodidae","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225118",2000-03-16,"Physella","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225119",2000-03-16,"Pteronarcella badia","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225120",2000-03-16,"Rhyacophila","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225121",2000-03-16,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225122",2000-03-16,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225123",2000-03-16,"Isoperla","",NA,"",NA,"","UTAHDWQ_WQX-4996780"
"225124",2000-03-15,"Chelifera","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225125",2000-03-15,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225126",2000-03-15,"Cottidae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225127",2000-03-15,"Dicranota","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225128",2000-03-15,"Empididae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225129",2000-03-15,"Ephemerellidae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225130",2000-03-15,"Heptageniidae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225131",2000-03-15,"Isogenoides","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225132",2000-03-15,"Isoperla","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225133",2000-03-15,"Lepidostoma","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225134",2000-03-15,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225135",2000-03-15,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225136",2000-03-15,"Perlodidae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225137",2000-03-15,"Plecoptera","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225138",2000-03-15,"Pteronarcella badia","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225139",2000-03-15,"Rhithrogena","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225140",2000-03-15,"Trichoptera","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225141",2000-03-15,"Arctopsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225142",2000-03-15,"Atherix","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225143",2000-03-15,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225144",2000-03-15,"Brachycentrus","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"225145",2000-03-15,"Antocha","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225146",2000-03-15,"Arctopsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225147",2000-03-15,"Atherix","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225148",2000-03-15,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225149",2000-03-15,"Brachycentrus","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225150",2000-03-15,"Chelifera","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225151",2000-03-15,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225152",2000-03-15,"Chloroperlidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225153",2000-03-15,"Cleptelmis","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225154",2000-03-15,"Diptera","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225155",2000-03-15,"Drunella grandis","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225156",2000-03-15,"Elmidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225157",2000-03-15,"Ephemerellidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225158",2000-03-15,"Heptageniidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225159",2000-03-15,"Hexatoma","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225160",2000-03-15,"Hydropsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225161",2000-03-15,"Hydropsychidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225162",2000-03-15,"Isoperla","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225163",2000-03-15,"Lepidostoma","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225164",2000-03-15,"Leptophlebiidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225165",2000-03-15,"Oecetis","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225166",2000-03-15,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225167",2000-03-15,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225168",2000-03-15,"Perlodidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225169",2000-03-15,"Physella","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225170",2000-03-15,"Pisidium","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225171",2000-03-15,"Pteronarcella badia","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225172",2000-03-15,"Rhithrogena","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225173",2000-03-15,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225174",2000-03-15,"Tanypodinae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225175",2000-03-15,"Tipula","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225176",2000-03-15,"Tipulidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"225177",2000-03-15,"Antocha","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225178",2000-03-15,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225179",2000-03-15,"Chelifera","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225180",2000-03-15,"Drunella grandis","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225181",2000-03-15,"Ephemerella inermis***retired***use Ephemerella excrucians","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225182",2000-03-15,"Ephemerellidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225183",2000-03-15,"Hexatoma","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225184",2000-03-15,"Hydropsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225185",2000-03-15,"Hydropsychidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225186",2000-03-15,"Limnephilidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225187",2000-03-15,"Nemata***retired***use Nematoda","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225188",2000-03-15,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225189",2000-03-15,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225190",2000-03-15,"Perlodidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225191",2000-03-15,"Probezzia","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225192",2000-03-15,"Pteronarcella badia","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225193",2000-03-15,"Rhithrogena","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225194",2000-03-15,"Simuliidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"225195",2000-03-15,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"229128",2000-01-07,"Baetidae","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229129",2000-01-07,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229130",2000-01-07,"Caecidotea","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229131",2000-01-07,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229132",2000-01-07,"Diptera","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229133",2000-01-07,"Elmidae","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229134",2000-01-07,"Heptageniidae","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229135",2000-01-07,"Hydropsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229136",2000-01-07,"Hydropsychidae","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229137",2000-01-07,"Nemata***retired***use Nematoda","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229138",2000-01-07,"Oligochaeta***retired***use Oligochaeta (Clitellata), Oligochaeta (Oligochaeta)","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229139",2000-01-07,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229140",2000-01-07,"Rhithrogena","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229141",2000-01-07,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229142",2000-01-07,"Tipulidae","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229143",2000-01-07,"Tricorythodes","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"229144",2000-01-07,"Turbellaria***retired***use Catenulida (Platyhelminthes), Acoelomorpha, Rhabditophora","",NA,"",NA,"","UTAHDWQ_WQX-4995580"
"230071",1999-11-26,"Amphipoda","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230072",1999-11-26,"Chelifera","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230073",1999-11-26,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230074",1999-11-26,"Diptera","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230075",1999-11-26,"Elmidae","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230076",1999-11-26,"Hemerodromia","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230077",1999-11-26,"Hydropsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230078",1999-11-26,"Hydropsychidae","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230079",1999-11-26,"Nemata***retired***use Nematoda","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230080",1999-11-26,"Oligochaeta***retired***use Oligochaeta (Clitellata), Oligochaeta (Oligochaeta)","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230081",1999-11-26,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230082",1999-11-26,"Simuliidae","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230083",1999-11-26,"Tanypodinae","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230084",1999-11-26,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230085",1999-11-26,"Turbellaria***retired***use Catenulida (Platyhelminthes), Acoelomorpha, Rhabditophora","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230086",1999-11-26,"Coenagrionidae","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230087",1999-11-26,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230088",1999-11-26,"Perlodidae","",NA,"",NA,"","UTAHDWQ_WQX-4995470"
"230434",1999-11-05,"Brachycentrus","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230435",1999-11-05,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230436",1999-11-05,"Drunella grandis","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230437",1999-11-05,"Elmidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230438",1999-11-05,"Ephemerellidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230439",1999-11-05,"Hexatoma","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230440",1999-11-05,"Hydropsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230441",1999-11-05,"Hydropsychidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230442",1999-11-05,"Lepidostoma","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230443",1999-11-05,"Leptophlebiidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230444",1999-11-05,"Lymnaeidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230445",1999-11-05,"Nemata***retired***use Nematoda","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230446",1999-11-05,"Oecetis","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230447",1999-11-05,"Oligochaeta***retired***use Oligochaeta (Clitellata), Oligochaeta (Oligochaeta)","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230448",1999-11-05,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230449",1999-11-05,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230450",1999-11-05,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230451",1999-11-05,"Paraleptophlebia","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230452",1999-11-05,"Perlodidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230453",1999-11-05,"Physella","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230454",1999-11-05,"Pisidium","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230455",1999-11-05,"Plecoptera","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230456",1999-11-05,"Plumiperla","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230457",1999-11-05,"Pteronarcella badia","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230458",1999-11-05,"Pteronarcys","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230459",1999-11-05,"Rhithrogena","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230460",1999-11-05,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230461",1999-11-05,"Skwala","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230462",1999-11-05,"Taeniopterygidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230463",1999-11-05,"Tanypodinae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230464",1999-11-05,"Trichoptera","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230465",1999-11-05,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230466",1999-11-05,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230467",1999-11-05,"Antocha","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230468",1999-11-05,"Arctopsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230469",1999-11-05,"Atherix","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230470",1999-11-05,"Hydrobiidae","",NA,"",NA,"","UTAHDWQ_WQX-4995800"
"230471",1999-11-04,"Antocha","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230472",1999-11-04,"Arctopsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230473",1999-11-04,"Brachycentrus","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230474",1999-11-04,"Diptera","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230475",1999-11-04,"Ephemerellidae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230476",1999-11-04,"Heptageniidae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230477",1999-11-04,"Isoperla","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230478",1999-11-04,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230479",1999-11-04,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230480",1999-11-04,"Plecoptera","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230481",1999-11-04,"Pteronarcella badia","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230482",1999-11-04,"Pteronarcys","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230483",1999-11-04,"Rhithrogena","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230484",1999-11-04,"Simuliidae","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230485",1999-11-04,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230486",1999-11-04,"Isogenoides","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230487",1999-11-04,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230488",1999-11-04,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4995640"
"230489",1999-11-04,"Antocha","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230490",1999-11-04,"Arctopsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230491",1999-11-04,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230492",1999-11-04,"Brachycentrus","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230493",1999-11-04,"Capniidae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230494",1999-11-04,"Chelifera","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230495",1999-11-04,"Chloroperlidae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230496",1999-11-04,"Clinocera","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230497",1999-11-04,"Drunella grandis","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230498",1999-11-04,"Elmidae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230499",1999-11-04,"Ephemerellidae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230500",1999-11-04,"Gastropoda","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230501",1999-11-04,"Heptageniidae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230502",1999-11-04,"Hexatoma","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230503",1999-11-04,"Hydropsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230504",1999-11-04,"Hydropsychidae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230505",1999-11-04,"Isogenoides","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230506",1999-11-04,"Isoperla","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230507",1999-11-04,"Nemata***retired***use Nematoda","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230508",1999-11-04,"Oecetis","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230509",1999-11-04,"Oligochaeta***retired***use Oligochaeta (Clitellata), Oligochaeta (Oligochaeta)","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230510",1999-11-04,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230511",1999-11-04,"Optioservus","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230512",1999-11-04,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230513",1999-11-04,"Perlodidae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230514",1999-11-04,"Pisidium","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230515",1999-11-04,"Plecoptera","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230516",1999-11-04,"Probezzia","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230517",1999-11-04,"Pteronarcella badia","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230518",1999-11-04,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230519",1999-11-04,"Sweltsa","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230520",1999-11-04,"Tanypodinae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230521",1999-11-04,"Tipula","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230522",1999-11-04,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230523",1999-11-04,"Leptophlebiidae","",NA,"",NA,"","UTAHDWQ_WQX-4995940"
"230524",1999-11-02,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230525",1999-11-02,"Brachycentrus","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230526",1999-11-02,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230527",1999-11-02,"Chloroperlidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230528",1999-11-02,"Diptera","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230529",1999-11-02,"Ephemerellidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230530",1999-11-02,"Helichus","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230531",1999-11-02,"Heptageniidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230532",1999-11-02,"Hydropsyche","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230533",1999-11-02,"Isogenoides","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230534",1999-11-02,"Leptophlebiidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230535",1999-11-02,"Oligochaeta***retired***use Oligochaeta (Clitellata), Oligochaeta (Oligochaeta)","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230536",1999-11-02,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230537",1999-11-02,"Perlodidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230538",1999-11-02,"Pteronarcella badia","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230539",1999-11-02,"Rhithrogena","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230540",1999-11-02,"Simuliidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230541",1999-11-02,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230542",1999-11-02,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230543",1999-11-02,"Hydropsychidae","",NA,"",NA,"","UTAHDWQ_WQX-4995880"
"230544",1999-10-28,"Antocha","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"230545",1999-10-28,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"230546",1999-10-28,"Brachycentrus","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"230547",1999-10-28,"Caecidotea","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"230548",1999-10-28,"Chelifera","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"230549",1999-10-28,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"230550",1999-10-28,"Clitellata","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"230551",1999-10-28,"Diptera","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"230552",1999-10-28,"Elmidae","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
"230553",1999-10-28,"Hemerodromia","",NA,"",NA,"","UTAHDWQ_WQX-4996690"
